Entity,Number of data,Hard EM,Soft EM,F1,BEM
"['PERSON', 'PERSON', 'CARDINAL']",1,0.0,1.0,0.0,1.0
"['GPE', 'GPE', 'DATE', 'GPE', 'GPE', 'DATE']",1,0.0,1.0,1.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'ORG']",2,0.0,1.0,0.0,1.0
PERCENT,9,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.4444444444444444
"['NORP', 'PERSON', 'PERSON']",5,0.2,1.0,0.4,0.8
"['GPE', 'GPE', 'LOC', 'GPE', 'GPE']",1,0.0,1.0,0.0,1.0
"['DATE', 'PERSON', 'PERSON', 'PERSON', 'PERSON']",1,0.0,1.0,1.0,1.0
"['GPE', 'EVENT']",1,0.0,1.0,0.0,1.0
EVENT,7,0.14285714285714285,0.8571428571428571,0.2857142857142857,0.8571428571428571
"['PERSON', 'LOC', 'PERSON', 'LOC']",1,0.0,0.0,0.0,1.0
"['LAW', 'DATE']",2,0.5,0.5,0.5,0.5
"['FAC', 'GPE']",1,1.0,1.0,1.0,0.0
"['GPE', 'GPE', 'GPE', 'GPE', 'LOC']",1,0.0,1.0,0.0,1.0
"['LOC', 'GPE']",3,0.0,1.0,0.0,1.0
"['DATE', 'DATE', 'GPE', 'DATE']",1,0.0,1.0,0.0,1.0
"['NORP', 'DATE', 'NORP']",1,0.0,0.0,0.0,1.0
"['GPE', 'GPE', 'FAC', 'GPE']",1,1.0,1.0,1.0,1.0
"['ORG', 'ORDINAL']",1,1.0,1.0,1.0,0.0
"['DATE', 'NORP']",1,1.0,1.0,1.0,0.0
"['NORP', 'GPE', 'NORP']",1,0.0,0.0,0.0,1.0
"['ORG', 'PERSON', 'PERSON', 'PERSON']",2,0.0,1.0,0.0,1.0
"['ORG', 'GPE', 'GPE']",2,0.0,1.0,0.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'PERSON', 'WORK_OF_ART', 'PERSON']",1,1.0,1.0,1.0,1.0
"['PERSON', 'GPE', 'GPE']",1,0.0,1.0,0.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'GPE', 'PERSON', 'PERSON', 'PERSON']",1,0.0,1.0,1.0,1.0
"['LOC', 'DATE']",1,1.0,1.0,1.0,0.0
"['CARDINAL', 'EVENT']",1,0.0,1.0,0.0,1.0
"['CARDINAL', 'CARDINAL', 'PERSON', 'PERSON']",1,1.0,1.0,1.0,0.0
"['MONEY', 'DATE']",2,0.5,0.5,0.5,0.5
"['ORG', 'LANGUAGE']",1,0.0,1.0,0.0,1.0
"['CARDINAL', 'ORG', 'GPE', 'ORG']",1,0.0,1.0,0.0,1.0
"['GPE', 'LOC']",1,0.0,1.0,0.0,1.0
"['GPE', 'LOC', 'GPE', 'GPE']",1,0.0,0.0,0.0,1.0
LANGUAGE,2,0.0,0.0,0.0,0.5
"['QUANTITY', 'CARDINAL', 'QUANTITY']",1,0.0,0.0,0.0,1.0
"['PERSON', 'PERSON', 'ORG', 'PERSON', 'WORK_OF_ART', 'PERSON', 'PERSON']",1,1.0,1.0,1.0,0.0
"['GPE', 'GPE', 'ORG']",1,0.0,1.0,0.0,1.0
"['CARDINAL', 'QUANTITY']",3,0.0,0.3333333333333333,0.0,1.0
"['CARDINAL', 'CARDINAL', 'DATE', 'CARDINAL', 'CARDINAL']",1,0.0,0.0,0.0,0.0
"['PERSON', 'ORG', 'GPE']",1,0.0,0.0,0.0,1.0
"['LOC', 'NORP', 'GPE']",1,0.0,1.0,0.0,1.0
"['GPE', 'GPE', 'NORP', 'GPE']",1,0.0,0.0,0.0,0.0
"['PERSON', 'GPE', 'GPE', 'GPE']",1,0.0,1.0,0.0,1.0
"['DATE', 'PERSON', 'GPE']",1,0.0,0.0,0.0,0.0
"['DATE', 'ORG', 'PRODUCT', 'ORG', 'ORG', 'PRODUCT']",1,1.0,0.0,1.0,0.0
"['DATE', 'GPE', 'DATE', 'DATE']",1,1.0,0.0,1.0,0.0
"['ORG', 'NORP']",2,0.5,0.5,0.5,0.5
"['ORG', 'FAC', 'ORG']",2,0.5,0.5,0.5,1.0
"['ORG', 'NORP', 'GPE']",1,0.0,1.0,0.0,1.0
"['PERSON', 'PERSON', 'ORG', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON']",1,1.0,1.0,1.0,1.0
"['DATE', 'PERCENT']",1,1.0,1.0,1.0,0.0
"['CARDINAL', 'DATE']",6,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.8333333333333334
"['PERSON', 'NORP', 'ORG']",1,0.0,1.0,0.0,1.0
LAW,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666
"['ORG', 'PERSON', 'PERSON']",3,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333
"['GPE', 'GPE', 'ORG', 'GPE']",1,0.0,1.0,0.0,1.0
"['PERSON', 'PERSON', 'DATE', 'ORG']",1,0.0,1.0,0.0,1.0
"['DATE', 'DATE', 'TIME']",1,0.0,1.0,1.0,1.0
"['CARDINAL', 'PERSON']",2,0.0,0.5,0.0,1.0
"['NORP', 'NORP', 'PERSON']",1,1.0,1.0,1.0,0.0
"['NORP', 'NORP', 'GPE']",1,0.0,1.0,0.0,1.0
"['LANGUAGE', 'NORP']",1,0.0,1.0,0.0,1.0
"['DATE', 'TIME']",2,0.0,0.5,0.0,1.0
PRODUCT,9,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.8888888888888888
"['GPE', 'LANGUAGE']",1,0.0,0.0,0.0,1.0
"['GPE', 'ORG']",1,0.0,1.0,0.0,1.0
"['PERSON', 'ORG', 'PERSON']",1,1.0,1.0,1.0,0.0
"['ORG', 'PERSON', 'ORG']",1,0.0,1.0,0.0,1.0
"['GPE', 'NORP']",1,0.0,1.0,0.0,1.0
"['NORP', 'GPE', 'NORP', 'GPE']",1,0.0,1.0,0.0,1.0
"['GPE', 'GPE', 'NORP']",1,0.0,1.0,0.0,1.0
"['LANGUAGE', 'PERSON', 'PERSON']",1,1.0,1.0,1.0,1.0
"['GPE', 'PERSON']",2,0.0,0.5,0.5,1.0
"['ORG', 'ORG', 'FAC', 'GPE', 'FAC']",1,1.0,1.0,1.0,0.0
"['PERSON', 'ORG', 'PERSON', 'PERSON', 'PERSON']",1,0.0,1.0,0.0,1.0
"['ORG', 'ORG', 'PERSON']",1,1.0,0.0,1.0,0.0
"['PERSON', 'PERSON', 'GPE', 'PERSON', 'PERSON', 'PERSON']",1,0.0,1.0,0.0,1.0
"['GPE', 'GPE', 'GPE', 'GPE', 'PERSON', 'GPE', 'GPE', 'GPE']",1,0.0,1.0,0.0,1.0
"['LANGUAGE', 'PERSON']",1,0.0,0.0,0.0,1.0
"['ORG', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON']",1,0.0,1.0,0.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'DATE']",1,0.0,1.0,0.0,1.0
"['ORG', 'PERSON', 'NORP']",1,0.0,1.0,0.0,1.0
"['QUANTITY', 'GPE', 'FAC']",1,1.0,1.0,1.0,0.0
"['ORDINAL', 'MONEY']",1,0.0,0.0,0.0,1.0
"['LOC', 'GPE', 'GPE', 'GPE', 'FAC', 'GPE', 'GPE', 'GPE', 'GPE', 'GPE', 'GPE']",1,0.0,0.0,0.0,1.0
"['ORG', 'ORG', 'GPE', 'GPE']",1,0.0,0.0,0.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'ORG', 'PERSON', 'PERSON']",1,0.0,1.0,0.0,1.0
"['ORG', 'WORK_OF_ART']",1,1.0,1.0,1.0,1.0
"['ORG', 'FAC']",1,1.0,1.0,1.0,1.0
"['NORP', 'ORG', 'NORP', 'ORG']",1,0.0,1.0,0.0,1.0
"['TIME', 'DATE']",1,0.0,0.0,0.0,1.0
"['CARDINAL', 'FAC']",1,0.0,0.0,0.0,1.0
"['ORG', 'PRODUCT']",1,1.0,1.0,1.0,0.0
"['EVENT', 'DATE']",1,0.0,1.0,0.0,1.0
Overall,3020,0.2854304635761589,0.8052980132450331,0.31490066225165564,0.7788079470198676
