Entity,Number of data,Hard EM,Soft EM,F1,BEM
"['GPE', 'GPE', 'NORP', 'GPE']",1,1.0,1.0,1.0,1.0
"['PERSON', 'GPE', 'GPE', 'GPE']",1,1.0,1.0,1.0,1.0
"['DATE', 'PERSON', 'GPE']",1,1.0,1.0,1.0,1.0
"['DATE', 'ORG', 'PRODUCT', 'ORG', 'ORG', 'PRODUCT']",1,1.0,1.0,1.0,1.0
"['DATE', 'GPE', 'DATE', 'DATE']",1,0.0,1.0,1.0,1.0
"['ORG', 'NORP']",2,0.5,0.5,0.5,1.0
"['ORG', 'FAC', 'ORG']",2,0.5,0.5,0.5,0.5
"['ORG', 'NORP', 'GPE']",1,1.0,1.0,1.0,1.0
"['PERSON', 'PERSON', 'ORG', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON']",1,1.0,1.0,1.0,1.0
"['DATE', 'PERCENT']",1,1.0,1.0,1.0,1.0
"['CARDINAL', 'DATE']",6,0.6666666666666666,0.8333333333333334,0.6666666666666666,1.0
"['PERSON', 'NORP', 'ORG']",1,1.0,1.0,1.0,1.0
LAW,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
"['ORG', 'PERSON', 'PERSON']",3,1.0,1.0,1.0,1.0
"['GPE', 'GPE', 'ORG', 'GPE']",1,1.0,1.0,1.0,1.0
"['PERSON', 'PERSON', 'DATE', 'ORG']",1,1.0,1.0,1.0,1.0
"['DATE', 'DATE', 'TIME']",1,1.0,1.0,1.0,1.0
"['CARDINAL', 'PERSON']",2,1.0,1.0,1.0,0.5
"['NORP', 'NORP', 'PERSON']",1,0.0,0.0,0.0,1.0
"['NORP', 'NORP', 'GPE']",1,1.0,1.0,1.0,1.0
"['LANGUAGE', 'NORP']",1,1.0,1.0,1.0,1.0
"['DATE', 'TIME']",2,0.5,0.5,1.0,1.0
PRODUCT,9,0.7777777777777778,0.7777777777777778,0.8888888888888888,1.0
"['GPE', 'LANGUAGE']",1,1.0,1.0,1.0,1.0
"['GPE', 'ORG']",1,0.0,0.0,0.0,0.0
"['PERSON', 'ORG', 'PERSON']",1,1.0,1.0,1.0,1.0
"['ORG', 'PERSON', 'ORG']",1,1.0,1.0,1.0,1.0
"['GPE', 'NORP']",1,1.0,1.0,1.0,1.0
"['NORP', 'GPE', 'NORP', 'GPE']",1,1.0,1.0,1.0,1.0
"['GPE', 'GPE', 'NORP']",1,1.0,1.0,1.0,1.0
"['LANGUAGE', 'PERSON', 'PERSON']",1,1.0,1.0,1.0,1.0
"['GPE', 'PERSON']",2,0.5,0.5,0.5,0.5
"['ORG', 'ORG', 'FAC', 'GPE', 'FAC']",1,1.0,1.0,1.0,1.0
"['PERSON', 'ORG', 'PERSON', 'PERSON', 'PERSON']",1,1.0,1.0,1.0,1.0
"['ORG', 'ORG', 'PERSON']",1,0.0,0.0,1.0,1.0
"['PERSON', 'PERSON', 'GPE', 'PERSON', 'PERSON', 'PERSON']",1,1.0,1.0,1.0,1.0
"['GPE', 'GPE', 'GPE', 'GPE', 'PERSON', 'GPE', 'GPE', 'GPE']",1,1.0,1.0,1.0,1.0
"['LANGUAGE', 'PERSON']",1,1.0,1.0,1.0,1.0
"['ORG', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON']",1,1.0,1.0,1.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'DATE']",1,1.0,1.0,1.0,1.0
"['ORG', 'PERSON', 'NORP']",1,1.0,1.0,1.0,1.0
"['QUANTITY', 'GPE', 'FAC']",1,0.0,0.0,0.0,0.0
"['ORDINAL', 'MONEY']",1,1.0,1.0,1.0,1.0
"['LOC', 'GPE', 'GPE', 'GPE', 'FAC', 'GPE', 'GPE', 'GPE', 'GPE', 'GPE', 'GPE']",1,0.0,0.0,1.0,1.0
"['ORG', 'ORG', 'GPE', 'GPE']",1,1.0,1.0,1.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'ORG', 'PERSON', 'PERSON']",1,1.0,1.0,1.0,1.0
"['ORG', 'WORK_OF_ART']",1,1.0,1.0,1.0,1.0
"['ORG', 'FAC']",1,1.0,1.0,1.0,1.0
"['NORP', 'ORG', 'NORP', 'ORG']",1,1.0,1.0,1.0,1.0
"['TIME', 'DATE']",1,1.0,1.0,1.0,1.0
"['CARDINAL', 'FAC']",1,1.0,1.0,1.0,1.0
"['ORG', 'PRODUCT']",1,0.0,0.0,1.0,1.0
"['EVENT', 'DATE']",1,0.0,1.0,1.0,1.0
Overall,3020,0.8685430463576159,0.8970198675496689,0.9443708609271523,0.9347682119205298
